DATE,PRICE,ADDRESS,AREAS,BEDROOMS,PARKING-SPACES,BATHROOMS,CONDOMÍNIO,IPTU,TIPO
2021-08-05 19:32:44.999971-03:00,R$ 1.690.000,"Rua SB 29, Loteamento Portal do Sol II",535 m²,4,4,6,,,casas
2021-08-05 19:32:45.000668-03:00,R$ 1.890.000,"Jardins Valencia, Goiânia",300 m²,4,4,5,R$ 644,,casas
2021-08-05 19:32:45.001780-03:00,R$ 250.000,"Avenida Jacarandá, Jardim Botânico",200 m²,4,4,2,,,casas
2021-08-05 19:32:45.002615-03:00,R$ 3.200.000,"Alphaville Flamboyant Residencial Araguaia, Goiânia",435 m²,4,2,6,,,casas
2021-08-05 19:32:45.003036-03:00,R$ 550.000,"Rua do Espadarte, Jardim Atlântico",126 m²,3,,2,,,casas
2021-08-05 19:32:45.003462-03:00,R$ 860.000,"Avenida Alphaville Flamboyant, Alphaville Flamboyant",135 m²,3,2,2,,,casas
2021-08-05 19:32:45.003839-03:00,R$ 2.300.000,"Rua Independência, Jardins Lisboa",350 m²,4,4,6,R$ 850,,casas
2021-08-05 19:32:45.004258-03:00,R$ 1.100.000,"Rua 54, Jardim Goiás",266 m²,4,6,6,,,casas
2021-08-05 19:32:45.004707-03:00,R$ 1.990.000,"Rua das Copaíbas, Jardins Valencia",244 m²,4,4,6,R$ 750,,casas
2021-08-05 19:32:45.005119-03:00,R$ 1.200.000,"Setor Pedro Ludovico, Goiânia",250 m²,3,10,2,,R$ 3.163,casas
2021-08-05 19:32:45.005622-03:00,R$ 1.690.000,"Rua GGC33, Residencial Goiânia Golfe Clube",230 m²,3,,4,,,casas
2021-08-05 19:32:45.005971-03:00,R$ 2.400.000,"Avenida Marginal Barreiro, Jardins Valencia",300 m²,4,4,5,,,casas
2021-08-05 19:32:45.006325-03:00,R$ 500.000,"Viela Quadra 131-B, Setor Campinas",320 m²,5,3,6,,,casas
2021-08-05 19:32:45.006750-03:00,R$ 330.000,"Residencial Recanto das Emas, Goiânia",112 m²,2,,1,,,casas
2021-08-05 19:32:45.007100-03:00,R$ 1.180.000,"Rua do Bordalo, Jardim Atlântico",240 m²,3,2,5,R$ 435,,casas
2021-08-05 19:32:45.007811-03:00,R$ 1.100.000,"Rua G, Elísio Campos",384 m²,5,4,5,,,casas
2021-08-05 19:32:45.008194-03:00,R$ 1.500.000,"Rua GGC38, PORTAL DO SOL GREEN",525 m²,3,4,4,R$ 520,,casas
2021-08-05 19:32:45.008784-03:00,R$ 680.000,"Setor Coimbra, Goiânia",181 m²,3,2,3,,,casas
2021-08-05 19:32:45.009268-03:00,R$ 1.500.000,"Rua J17, Setor Jaó",274 m²,4,4,2,,,casas
2021-08-05 19:32:45.009761-03:00,R$ 1.900.000,"Rua do Acesso A, Residencial Goiânia Golfe Clube",320 m²,4,3,5,,,casas
2021-08-05 19:32:45.010165-03:00,R$ 650.000,"Jardim Abaporu, Goiânia",337 m²,4,8,3,,R$ 800,casas
2021-08-05 19:32:45.010689-03:00,R$ 650.000,"Jardim Abaporu, Goiânia",337 m²,4,8,3,,R$ 800,casas
2021-08-05 19:32:45.011118-03:00,R$ 1.750.000,"Rua SB 30, Loteamento Portal do Sol I",270 m²,3,3,5,R$ 800,,casas
2021-08-05 19:32:45.011580-03:00,R$ 1.100.000,"Rua C 181, Setor Nova Suiça",330 m²,4,9,5,,,casas
2021-08-05 19:32:45.012524-03:00,R$ 1.500.000,"Rua 102-E, Setor Sul",490 m²,5,4,6,,,casas
2021-08-05 19:32:45.013189-03:00,R$ 320.000,"Rua Dona Maria José Coelho Kubitschek, Conjunto Caiçara",237 m²,4,3,1,,,casas
2021-08-05 19:32:45.013637-03:00,R$ 380.000,"Setor Pedro Ludovico, Goiânia",493 m²,4,2,1,,,casas
2021-08-05 19:32:45.014009-03:00,R$ 2.790.000,"Avenida Geraldo Rodrigues, Jardins Verona",375 m²,4,4,6,,,casas
2021-08-05 19:32:45.014582-03:00,R$ 2.300.000,"Rua das Auroras, Jardins Verona",340 m²,4,4,4,,,casas
2021-08-05 19:32:45.015140-03:00,R$ 1.850.000,"Rodovia GO-020, Fazenda Vau das Pombas",286 m²,3,4,4,R$ 700,,casas
2021-08-05 19:32:45.015763-03:00,R$ 650.000,"Rua ALV9, Setor Alto do Vale",300 m²,3,4,1,,,casas
2021-08-05 19:32:45.016158-03:00,R$ 450.000,"Setor dos Funcionários, Goiânia",150 m²,3,3,1,,,casas
2021-08-05 19:32:45.016790-03:00,R$ 300.000,"Avenida Minas Gerais, Vila Pedroso",178 m²,2,3,1,,R$ 500,casas
2021-08-05 19:32:45.017321-03:00,R$ 950.000,"Jardim Mariliza, Goiânia",206 m²,4,2,4,R$ 680,,casas
2021-08-05 19:32:45.017832-03:00,R$ 1.600.000,"Residencial Goiânia Golfe Clube, Goiânia",215 m²,3,4,5,,,casas
2021-08-05 19:32:45.018556-03:00,R$ 990.000,"Avenida Pedro Álvares Cabral, Setor Jaó",234 m²,3,3,3,,,casas
2021-08-05 19:32:45.019000-03:00,R$ 765.000,"Rua 802, Setor Leste Vila Nova",227 m²,3,,3,,,casas
2021-08-05 19:32:45.019411-03:00,R$ 750.000,"Parque Amazônia, Goiânia",150 m²,3,3,4,,,casas
2021-08-05 19:32:45.019850-03:00,R$ 980.000,"Jardim América, Goiânia",350 m²,3,4,2,,R$ 198,casas
2021-08-05 19:32:45.020372-03:00,R$ 750.000,"Parque Amazônia, Goiânia",150 m²,3,3,4,,,casas
2021-08-05 19:32:45.020816-03:00,R$ 980.000,"Jardim América, Goiânia",350 m²,3,4,2,,R$ 198,casas
2021-08-05 19:32:45.021303-03:00,R$ 600.000,"Rua Carlos Gomes, Parque Anhangüera",277 m²,3,2,3,,,casas
2021-08-05 19:32:45.021752-03:00,R$ 320.000,"Rua R 10, Vila Redenção",180 m²,4,2,1,,,casas
2021-08-05 19:32:45.022169-03:00,R$ 4.290.000,"Residencial Goiânia Golfe Clube, Goiânia",455 m²,4,4,6,,,casas
2021-08-05 19:32:45.022607-03:00,R$ 1.550.000,"Rua GGC45, PORTAL DO SOL GREEN",235 m²,4,4,6,R$ 550,R$ 2.000,casas
2021-08-05 19:32:45.023134-03:00,R$ 1.580.000,"Rua T 31, Setor Bueno",485 m²,4,4,5,,,casas
2021-08-05 19:32:45.023940-03:00,R$ 799.990,"Setor Aeroporto, Goiânia",300 m²,3,5,2,,R$ 900,casas
2021-08-05 19:32:45.024507-03:00,R$ 949.000,"Rua C162, Jardim América",330 m²,3,3,3,,,casas
2021-08-05 19:32:45.024902-03:00,R$ 530.000,"Rua Carlos Chagas, Serrinha",180 m²,4,2,3,,,casas
2021-08-05 19:32:45.025300-03:00,R$ 650.000,"Rua C218, Jardim América",239 m²,4,4,6,,,casas
2021-08-05 19:32:45.025709-03:00,R$ 1.569.000,"Rua GGC28, PORTAL DO SOL GREEN",215 m²,4,4,5,R$ 750,,casas
2021-08-05 19:32:45.026153-03:00,R$ 1.400.000,"Residencial Goiânia Golfe Clube, Goiânia",223 m²,3,4,5,R$ 550,,casas
2021-08-05 19:32:45.026640-03:00,R$ 770.000,"Rua Granada, Goiania 2",174 m²,3,4,4,,,casas
2021-08-05 19:32:45.027073-03:00,R$ 950.000,"Rua Coronel Manuel Antônio Vieira, Residencial Vale do Araguaia",193 m²,3,3,4,,,casas
2021-08-05 19:32:45.027535-03:00,R$ 950.000,"Rua 210, Setor Leste Vila Nova",295 m²,4,6,4,,R$ 2.115,casas
2021-08-05 19:32:45.028029-03:00,R$ 890.000,"Rua Dona Santinha, Setor Negrão de Lima",269 m²,3,,2,,,casas
2021-08-05 19:32:45.028420-03:00,R$ 150.000,"Rua RB 11, Residencial Recanto do Bosque",46 m²,2,1,1,,,casas
2021-08-05 19:32:45.029117-03:00,R$ 801.000,"Rua Terezinha, Jardim das Esmeraldas",300 m²,3,6,3,,,casas
2021-08-05 19:32:45.029577-03:00,R$ 600.000,"Setor Pedro Ludovico, Goiânia",375 m²,7,6,6,,,casas
2021-08-05 19:32:45.029968-03:00,R$ 399.000,"Rua Alvarenga Peixoto, Cidade Jardim",380 m²,4,1,2,,,casas
2021-08-05 19:32:45.030362-03:00,R$ 920.000,"Rua T 46, Setor Oeste",184 m²,3,4,2,,,casas
2021-08-05 19:32:45.030754-03:00,R$ 2.790.000,"Rua Veneto, Jardins Verona",375 m²,4,4,5,,,casas
2021-08-05 19:32:45.031131-03:00,R$ 950.000,"Avenida Pio Correia, Jardim Mariliza",206 m²,4,2,4,R$ 680,,casas
2021-08-05 19:32:45.031630-03:00,R$ 1.550.000,"Residencial Goiânia Golfe Clube, Goiânia",240 m²,3,4,3,,,casas
2021-08-05 19:32:45.032039-03:00,R$ 1.800.000,"Residencial Granville, Goiânia",262 m²,4,4,5,R$ 700,,casas
2021-08-05 19:32:45.032706-03:00,R$ 550.000,"Setor Jaó, Goiânia",103 m²,3,2,3,,,casas
2021-08-05 19:32:45.033167-03:00,R$ 850.000,"Jardim Atlântico, Goiânia",243 m²,4,4,5,,,casas
2021-08-05 19:32:45.033598-03:00,R$ 190.000,"Rua 3, Residencial Fortaleza",300 m²,2,1,1,,,casas
2021-08-05 19:32:45.034018-03:00,R$ 1.300.000,"Rua GGC24, Residencial Goiânia Golfe Clube",217 m²,3,4,5,R$ 530,R$ 600,casas
2021-08-05 19:32:45.034797-03:00,R$ 590.000,"Rua das Rocas, Jardim Atlântico",143 m²,3,2,4,,,casas
2021-08-05 19:32:45.035198-03:00,R$ 550.000,"Avenida Canaã, Jardim Novo Mundo",243 m²,3,2,1,,R$ 500,casas
2021-08-05 19:32:45.035625-03:00,R$ 2.190.000,"Avenida Geraldo Rodrigues, Jardins Verona",320 m²,3,2,5,R$ 750,,casas
2021-08-05 19:32:45.036065-03:00,R$ 500.000,"Rua C161, Jardim América",420 m²,3,4,1,,,casas
2021-08-05 19:32:45.036382-03:00,R$ 450.000,"Residencial Celina Park, Goiânia",225 m²,5,5,2,,,casas
2021-08-05 19:32:45.036731-03:00,R$ 580.000,"Rua RB 14 A, Residencial Recanto do Bosque",152 m²,3,2,2,,,casas
2021-08-05 19:32:45.037442-03:00,R$ 2.200.000,"Rua Madri 1, Jardins Madri",290 m²,4,3,5,R$ 500,R$ 1.000,casas
2021-08-05 19:32:45.037953-03:00,R$ 420.000,"Jardim América, Goiânia",160 m²,3,2,1,R$ 400,,casas
2021-08-05 19:32:45.038352-03:00,R$ 500.000,"Rua Câmara Filho, Cidade Jardim",159 m²,5,2,3,,,casas
2021-08-05 19:32:45.038991-03:00,R$ 1.450.000,"Residencial Goiânia Golfe Clube, Goiânia",406 m²,3,4,5,R$ 590,R$ 1.800,casas
2021-08-05 19:32:45.039846-03:00,R$ 1.680.000,"Jardins Atenas, Goiânia",460 m²,4,2,6,R$ 680,R$ 560,casas
2021-08-05 19:32:45.040382-03:00,R$ 1.200.000,"Setor Jaó, Goiânia",318 m²,4,4,2,,R$ 2.284,casas
2021-08-05 19:32:45.040819-03:00,R$ 1.200.000,"Jardim Santo Antônio, Goiânia",480 m²,4,6,5,,,casas
2021-08-05 19:32:45.041174-03:00,R$ 630.000,"Avenida dos Ipês, Residencial Barravento",162 m²,3,4,2,,,casas
2021-08-05 19:32:45.041566-03:00,R$ 1.400.000,"Rodovia GO-020, Fazenda Vau das Pombas",228 m²,3,2,4,,,casas
2021-08-05 19:32:45.041920-03:00,R$ 285.000,"Rua GB1A, Jardim Guanabara II",200 m²,3,,1,,,casas
2021-08-05 19:32:45.042250-03:00,R$ 900.000,"Rua Doutor Benjamim Luiz Vieira, Vila São Luiz",195 m²,3,5,2,,,casas
2021-08-05 19:32:45.042649-03:00,R$ 670.000,"Jardim Atlântico, Goiânia",178 m²,4,4,2,,,casas
2021-08-05 19:32:45.043000-03:00,R$ 1.850.000,"Residencial Goiânia Golfe Clube, Goiânia",365 m²,4,4,4,R$ 580,,casas
2021-08-05 19:32:45.043440-03:00,R$ 1.100.000,"Parque Amazônia, Goiânia",238 m²,4,6,4,,,casas
2021-08-05 19:32:45.043787-03:00,R$ 1.400.000,"Rodovia GO-020, Fazenda Vau das Pombas",240 m²,3,2,6,R$ 600,,casas
2021-08-05 19:32:45.044217-03:00,R$ 350.000,"Avenida Barão de Rio Branco, Jardim Vila Boa",420 m²,6,1,4,,,casas
2021-08-05 19:32:45.044567-03:00,R$ 750.000,"Setor Jaó, Goiânia",202 m²,4,2,6,,,casas
2021-08-05 19:32:45.046841-03:00,R$ 2.500.000,"Rua T 65, Setor Bueno",223 m²,4,4,4,,R$ 3.000,casas
2021-08-05 19:32:45.047368-03:00,R$ 1.450.000,"Rodovia GO-040, Jardins Lisboa",197 m²,3,2,4,,,casas
2021-08-05 19:32:45.047785-03:00,R$ 550.000,"Rua Saulo Coelho Chaves, Residencial Aquarios II",144 m²,3,,2,,,casas
2021-08-05 19:32:45.048181-03:00,R$ 1.800.000,"Avenida A1, Jardins Atenas",367 m²,4,4,6,R$ 780,,casas
2021-08-05 19:32:45.048623-03:00,R$ 950.000,"Alameda Paraná, Setor Jaó",500 m²,6,3,5,,,casas
2021-08-05 19:32:45.049022-03:00,R$ 559.999,"Cidade Jardim, Goiânia",160 m²,3,5,2,,,casas
2021-08-05 19:32:45.049392-03:00,R$ 700.000,"Rua 14, Jardim Santo Antônio",385 m²,4,,3,,,casas
2021-08-05 19:32:45.049768-03:00,R$ 289.000,"Rua 2, Setor Campinas",280 m²,2,3,4,,R$ 600,casas
2021-08-05 19:32:45.050180-03:00,R$ 2.800.000,"Rua Veneto, Jardins Verona",323 m²,4,4,6,,,casas
2021-08-05 19:32:45.050583-03:00,R$ 650.000,"Setor Leste Universitário, Goiânia",183 m²,4,3,4,,,casas
2021-08-05 19:32:45.051179-03:00,R$ 1.350.000,"Rua GGC24, PORTAL DO SOL GREEN",216 m²,3,5,5,R$ 550,,casas
2021-08-05 19:32:45.051798-03:00,R$ 670.000,"Rua 215, Setor Coimbra",337 m²,3,,2,,R$ 2.900,casas
2021-08-05 19:32:45.052217-03:00,R$ 350.000,"Avenida Domiciano Peixoto, Jardim Vila Boa",463 m²,2,,2,,R$ 1.227,casas
2021-08-05 19:32:45.052646-03:00,R$ 650.000,"Rua Itororó, Jardim Leblon",344 m²,5,3,3,,,casas
2021-08-05 19:32:45.053002-03:00,R$ 1.500.000,"Avenida Professor Venerando de Freitas Borges, Setor Jaó",412 m²,4,4,6,,,casas
2021-08-05 19:32:45.053376-03:00,R$ 2.199.900,"Avenida Fiori, Jardins Italia",366 m²,5,4,6,R$ 350,R$ 2.000,casas
2021-08-05 19:32:45.053828-03:00,R$ 1.350.000,"Jardins Madri, Goiânia",195 m²,3,4,4,R$ 550,R$ 200,casas
2021-08-05 19:32:45.054299-03:00,R$ 2.290.000,"Residencial Goiânia Golfe Clube, Goiânia",328 m²,4,4,5,R$ 527,,casas
2021-08-05 19:32:45.054746-03:00,R$ 1.390.000,"Residencial Goiânia Golfe Clube, Goiânia",425 m²,3,4,5,R$ 590,R$ 1.600,casas
2021-08-05 19:32:45.055184-03:00,R$ 2.290.000,"Residencial Goiânia Golfe Clube, Goiânia",328 m²,4,4,5,R$ 527,,casas
2021-08-05 19:32:45.055603-03:00,R$ 1.390.000,"Residencial Goiânia Golfe Clube, Goiânia",425 m²,3,4,5,R$ 590,R$ 1.600,casas
2021-08-05 19:32:45.056019-03:00,R$ 750.000,"Jardim da Luz, Goiânia",326 m²,4,5,5,,,casas
2021-08-05 19:32:45.056356-03:00,R$ 850.000,"Setor Sudoeste, Goiânia",522 m²,7,4,5,,R$ 295,casas
2021-08-05 19:32:45.057151-03:00,R$ 670.000,"Parque Atheneu, Goiânia",130 m²,3,3,1,,,casas
2021-08-05 19:32:45.057562-03:00,R$ 1.000.000,"Rua C60, Setor Sudoeste",350 m²,4,2,4,,,casas
2021-08-05 19:32:45.057905-03:00,R$ 1.499.000,"Rua Lago 1, Condomínio do Lago",239 m²,3,3,5,R$ 800,R$ 700,casas
2021-08-05 19:32:45.058330-03:00,R$ 399.990,"Avenida Botafogo, Setor Pedro Ludovico",90 m²,4,4,2,,R$ 800,casas
2021-08-05 19:32:45.058726-03:00,R$ 1.290.000,"Rua 68, Setor Central",634 m²,8,4,6,,R$ 3.500,casas
2021-08-05 19:32:45.059099-03:00,R$ 4.990.000,"Alphaville Flamboyant, Goiânia",450 m²,4,4,6,,,casas
2021-08-05 19:32:45.059440-03:00,R$ 3.060.000,"Jardim América, Goiânia",510 m²,3,4,1,,R$ 400,casas
2021-08-05 19:32:45.059857-03:00,R$ 330.000,"Vila Rezende, Goiânia",150 m²,3,6,1,,,casas
2021-08-05 19:32:45.060184-03:00,R$ 460.000,"Jardim Marques de Abreu, Goiânia",300 m²,4,,1,,,casas
2021-08-05 19:32:45.060532-03:00,R$ 800.000,"Setor Bela Vista, Goiânia",180 m²,3,3,4,,R$ 2.500,casas
2021-08-05 19:32:45.060968-03:00,R$ 550.000,"Jardim Atlântico, Goiânia",210 m²,4,2,4,,,casas
2021-08-05 19:32:45.061301-03:00,R$ 2.499.000,"Avenida Vale Verde, Alphaville Flamboyant Residencial Araguaia",250 m²,3,4,5,,,casas
2021-08-05 19:32:45.061681-03:00,R$ 650.000,"Rua das Laranjeiras, Setor Campinas",400 m²,4,,3,,R$ 1.200,casas
2021-08-05 19:32:45.062184-03:00,R$ 350.000,"Rua Marcelo Portela, Residencial Das Acacias",150 m²,2,1,2,,,casas
2021-08-05 19:32:45.062582-03:00,R$ 450.000,"Avenida Barão de Rio Branco, Jardim Vila Boa",272 m²,3,,1,,,casas
2021-08-05 19:32:45.062903-03:00,R$ 650.000,"Avenida Oriente, Setor Alto do Vale",300 m²,3,4,1,,,casas
2021-08-05 19:32:45.063383-03:00,R$ 850.000,"Avenida Independência, Setor Faiçalville",209 m²,3,4,4,,R$ 600,casas
2021-08-05 19:32:45.064026-03:00,R$ 150.000,"Rua 1, Jardim Goiás",32 m²,1,1,2,,,casas
2021-08-05 19:32:45.064510-03:00,R$ 590.000,"Jardim Europa, Goiânia",321 m²,5,10,1,,,casas
2021-08-05 19:32:45.064950-03:00,R$ 500.000,"Vila Rosa, Goiânia",150 m²,3,3,1,,,casas
2021-08-05 19:32:45.065389-03:00,R$ 1.600.000,"Residencial Goiânia Golfe Clube, Goiânia",240 m²,3,4,3,,,casas
2021-08-05 19:32:45.065833-03:00,R$ 800.000,"Avenida Doutor José Hermano, Jardim Vitoria",200 m²,4,,4,,,casas
2021-08-05 19:32:45.066231-03:00,R$ 445.000,"Jardim Guanabara II, Goiânia",160 m²,3,2,1,R$ 374,,casas
2021-08-05 19:32:45.066811-03:00,R$ 550.000,"Rua 104, Setor Sul",122 m²,3,1,2,,R$ 3.500,casas
2021-08-05 19:32:45.067509-03:00,R$ 1.350.000,"Residencial Granville, Goiânia",330 m²,4,3,6,,,casas
2021-08-05 19:32:45.067935-03:00,R$ 1.550.000,"Rua das Figueiras, Jardins Lisboa",197 m²,4,5,6,R$ 600,,casas
2021-08-05 19:32:45.068471-03:00,R$ 549.900,"Setor Bueno, Goiânia",167 m²,3,2,1,R$ 250,,casas
2021-08-05 19:32:45.068931-03:00,R$ 1.199.000,"Jardim Planalto, Goiânia",407 m²,3,6,5,,,casas
2021-08-05 19:32:45.069312-03:00,R$ 720.000,"Jardim América, Goiânia",300 m²,4,,4,,,casas
2021-08-05 19:32:45.069690-03:00,R$ 950.000,"Rua C 181, Setor Nova Suiça",430 m²,4,6,4,,,casas
2021-08-05 19:32:45.070093-03:00,R$ 400.000,"Avenida C5, Jardim América",136 m²,3,,1,,,casas
2021-08-05 19:32:45.070505-03:00,R$ 650.000,"Avenida Oriente, Setor Alto do Vale",300 m²,3,4,1,,,casas
2021-08-05 19:32:45.070903-03:00,R$ 1.500.000,"Rua GGC24, PORTAL DO SOL GREEN",230 m²,3,4,5,,,casas
2021-08-05 19:32:45.071278-03:00,R$ 190.000,"Santa Genoveva, Goiânia",100 m²,2,,2,,,casas
2021-08-05 19:32:45.071688-03:00,R$ 490.000,"Rua Francisca Costa Cunha D. Tita, Setor Aeroporto",460 m²,4,4,2,,,casas
2021-08-05 19:32:45.072062-03:00,R$ 550.000,"Rua 255, Setor Coimbra",120 m²,3,4,1,,,casas
2021-08-05 19:32:45.072497-03:00,R$ 1.450.000,"Jardins Lisboa, Goiânia",199 m²,3,2,5,R$ 700,,casas
2021-08-05 19:32:45.072955-03:00,R$ 800.000,"Jardim América, Goiânia",330 m²,3,2,2,,R$ 1.500,casas
2021-08-05 19:32:45.073418-03:00,R$ 690.000,"Setor Leste Universitário, Goiânia",186 m²,4,5,2,,R$ 80,casas
2021-08-05 19:32:45.073884-03:00,R$ 950.000,"Rua C162, Jardim América",330 m²,3,5,3,,,casas
2021-08-05 19:32:45.074282-03:00,R$ 1.300.000,"Rua Madri 1, Jardins Madri",234 m²,4,2,5,,,casas
2021-08-05 19:32:45.074724-03:00,R$ 450.000,"Jardim Bela Vista, Goiânia",170 m²,3,,4,,R$ 500,casas
2021-08-05 19:32:45.075386-03:00,R$ 420.000,"Moinho dos Ventos, Goiânia",120 m²,3,2,1,,,casas
2021-08-05 19:32:45.075914-03:00,R$ 669.900,"Jardim Atlântico, Goiânia",179 m²,4,4,5,,,casas
2021-08-05 19:32:45.076348-03:00,R$ 3.300.000,"Rua Caldas Novas, Residencial Alphaville Flamboyant",355 m²,4,4,5,,,casas
2021-08-05 19:32:45.076733-03:00,R$ 450.000,"Avenida Cascavel, Setor Castelo Branco",140 m²,3,,1,,,casas
2021-08-05 19:32:45.077101-03:00,R$ 750.000,"Parque Amazônia, Goiânia",150 m²,3,2,4,,,casas
2021-08-05 19:32:45.077716-03:00,R$ 850.000,"Avenida Décima Primeira Avenida, Setor Leste Universitário",316 m²,2,2,3,,,casas
2021-08-05 19:32:45.078123-03:00,R$ 1.400.000,"Fazenda Vau das Pombas, Goiânia",220 m²,3,,1,,,casas
2021-08-05 19:32:45.078514-03:00,R$ 1.550.000,"Jardins Lisboa, Goiânia",377 m²,3,4,5,R$ 520,R$ 1.700,casas
2021-08-05 19:32:45.078964-03:00,R$ 660.000,"Rua Dona Mariquinha, Setor Negrão de Lima",225 m²,4,5,5,,,casas
2021-08-05 19:32:45.079348-03:00,R$ 1.600.000,"Setor Jaó, Goiânia",508 m²,4,4,6,,,casas
2021-08-05 19:32:45.079706-03:00,R$ 510.000,"Santa Genoveva, Goiânia",245 m²,4,5,3,,,casas
2021-08-05 19:32:45.080063-03:00,R$ 1.250.000,"Setor Sul, Goiânia",540 m²,3,3,2,,,casas
2021-08-05 19:32:45.080458-03:00,R$ 450.000,"Rua 504, Setor Centro Oeste",250 m²,2,,1,,,casas
2021-08-05 19:32:45.080771-03:00,R$ 1.650.000,"Setor Bueno, Goiânia",291 m²,4,2,5,,,casas
2021-08-05 19:32:45.081124-03:00,R$ 2.000.000,"Rua Lago 36, Condomínio do Lago",338 m²,4,4,6,R$ 590,,casas
2021-08-05 19:32:45.081539-03:00,R$ 900.000,"Rua C145, Jardim América",210 m²,3,,3,,,casas
2021-08-05 19:32:45.081898-03:00,R$ 1.580.000,"Rua T 31, Setor Bueno",482 m²,3,4,4,,R$ 5.000,casas
2021-08-05 19:32:45.082295-03:00,R$ 2.150.000,"Setor Marista, Goiânia",480 m²,4,4,1,,R$ 6.592,casas
2021-08-05 19:32:45.082721-03:00,R$ 2.200.000,"Avenida Diógenes Dolival Sampaio, Jardins Valencia",294 m²,3,2,5,,,casas
2021-08-05 19:32:45.083079-03:00,R$ 570.000,"Rua Prudente de Morais, Parque Anhangüera",135 m²,3,1,3,R$ 510,R$ 630,casas
2021-08-05 19:32:45.083528-03:00,R$ 1.350.000,"Avenida dos Ipês, Jardins Lisboa",197 m²,3,2,4,,,casas
2021-08-05 19:32:45.083880-03:00,R$ 3.500.000,"Jardins Munique, Goiânia",450 m²,5,3,5,,,casas
2021-08-05 19:32:45.084222-03:00,R$ 1.008.000,"Rua da Concórdia, Santa Genoveva",203 m²,4,2,6,R$ 1,R$ 1,casas
2021-08-05 19:32:45.084675-03:00,R$ 300.000,"Rua da República, Capuava",150 m²,5,3,2,,R$ 424,casas
2021-08-05 19:32:45.085058-03:00,R$ 1.650.000,"Nova Suica, Goiânia",327 m²,4,4,5,R$ 1.400,,casas
2021-08-05 19:32:45.085451-03:00,R$ 1.200.000,"Santa Genoveva, Goiânia",204 m²,3,2,1,R$ 800,,casas
2021-08-05 19:32:45.085833-03:00,R$ 1.650.000,"Nova Suica, Goiânia",327 m²,4,4,5,R$ 1.400,,casas
2021-08-05 19:32:45.086226-03:00,R$ 1.200.000,"Santa Genoveva, Goiânia",204 m²,3,2,1,R$ 800,,casas
2021-08-05 19:32:45.086627-03:00,R$ 1.950.000,"Rua Madri 1, Jardins Madri",360 m²,4,4,6,R$ 750,,casas
2021-08-05 19:32:45.087027-03:00,R$ 420.000,"Setor Aeroporto, Goiânia",333 m²,3,2,2,,,casas
2021-08-05 19:32:45.087623-03:00,R$ 650.000,"Rua 265-A, Setor Leste Universitário",280 m²,4,3,3,,,casas
2021-08-05 19:32:45.089545-03:00,R$ 1.199.900,"Jardim Goiás, Goiânia",350 m²,4,5,4,,R$ 550,casas
2021-08-05 19:32:45.090088-03:00,R$ 750.000,"Rua J82, Setor Jaó",388 m²,3,2,2,,,casas
2021-08-05 19:32:45.090526-03:00,R$ 1.500.000,"Condomínio do Lago, Goiânia",320 m²,3,4,4,R$ 800,,casas
2021-08-05 19:32:45.091050-03:00,R$ 950.000,"Avenida Pio Correia, Jardim Mariliza",206 m²,4,2,5,R$ 680,,casas
2021-08-05 19:32:45.091547-03:00,R$ 800.000,"Rua J18, Setor Jaó",195 m²,3,2,3,,,casas
2021-08-05 19:32:45.091943-03:00,R$ 850.000,"Rua P, Setor Progresso",142 m²,4,3,5,,,casas
2021-08-05 19:32:45.092360-03:00,R$ 630.000,"Rua 1049, Setor Pedro Ludovico",400 m²,9,4,5,,,casas
2021-08-05 19:32:45.092782-03:00,R$ 1.350.000,"Jardins Madri, Goiânia",195 m²,3,2,1,,,casas
2021-08-05 19:32:45.093175-03:00,R$ 1.699.000,"Residencial Granville, Goiânia",375 m²,5,5,6,R$ 750,R$ 1.200,casas
2021-08-05 19:32:45.094006-03:00,R$ 1.699.000,"Residencial Granville, Goiânia",375 m²,5,5,6,R$ 750,R$ 1.200,casas
2021-08-05 19:32:45.094543-03:00,R$ 480.000,"Rua 2, Água Branca",180 m²,6,4,4,,,casas
2021-08-05 19:32:45.094956-03:00,R$ 500.000,"Setor Faiçalville, Goiânia",120 m²,3,2,3,,,casas
2021-08-05 19:32:45.095372-03:00,R$ 500.000,"Setor Faiçalville, Goiânia",120 m²,3,2,3,,,casas
2021-08-05 19:32:45.095778-03:00,R$ 2.200.000,"Rua das Alpineas, Jardins Lisboa",345 m²,4,4,7,R$ 500,R$ 180,casas
2021-08-05 19:32:45.096314-03:00,R$ 1.550.000,"Rua J17, Setor Jaó",400 m²,3,,3,,,casas
2021-08-05 19:32:45.096745-03:00,R$ 1.690.000,"Rua SB 29, Loteamento Portal do Sol II",538 m²,4,4,7,R$ 800,,casas
2021-08-05 19:32:45.097278-03:00,R$ 350.000,"Cidade Jardim, Goiânia",216 m²,3,2,1,,R$ 810,casas
2021-08-05 19:32:45.099453-03:00,R$ 660.000,"Rua 105C, Setor Sul",420 m²,4,2,4,,,casas
2021-08-05 19:32:45.100159-03:00,R$ 480.000,"Rua Goiás, Jardim Guanabara",170 m²,3,,1,,,casas
2021-08-05 19:32:45.100826-03:00,R$ 800.000,"Rua Córdoba, Parque Amazônia",316 m²,3,4,4,,,casas
